title|llm_output|filtered_count
BREAKING: TEXAS COP STABBED 14 TIMES By Man Who “had a desire to kill a police officer”|fake|2
Mexico's Slim calls Trump negotiator 'not Terminator'|true|10
HYSTERICAL…THE DEMOCRAT CONVENTION Schedule Is Revealed|fake|9
BREAKING: MORE HACKED E-MAILS From DNC Released By A Vengeful Guccifer|fake|10
BUSTED: [Video] AARP Caught Using SUBLIMINAL MESSAGE To Promote ‘MARTIAL LAW’ In Recent Ad|fake|8
 Hot Mic Captures Humiliating Moment Trump Tells Christie To Leave Stage (VIDEO)|fake|10
FOOT-SOLDIERS IN OBAMA’S WAR AGAINST COPS ARRESTED: Plan To Use Rocket Launcher Thwarted|fake|10
U.S., North Korea clash at U.N. arms forum on nuclear threat|true|10
U.N. welcomes Obama Guantanamo plan, but calls for due process|fake|1
 How Donald Trump Is Inspiring Latinos To Destroy The GOP|fake|9
Head of East Africa's regional bloc condemns ICC Burundi investigation|true|10
 Obama’s Secret Gift To The American People Could Save Our Democracy (DETAILS)|true|10
 Obama Just Did Something Awesome On National TV That No President EVER Did Before (VIDEO)|fake|10
Venezuelan migrants pose humanitarian problem in Brazil|true|10
JULIAN ASSANGE GETS EMOTIONAL Over His Family, Especially Young Children, During Exclusive Sean Hannity Interview [VIDEO]|true|9
House of Representatives to try again to seek Iran deal clampdown|true|9
Ex-N.Y. state senate leader's corruption conviction vacated, faces retrial|true|10
CNN ANCHOR Shockingly Tries To Support Obama’s Iran Ransom Payment…Over and Over! [Video]|fake|10
SHE SHOULD NEVER HAVE BEEN ALLOWED To Step Foot On American Soil: How Female Terrorist Used Fake Info To Get US Visa|fake|10
The U.S. Has No Legal Standing in Its Involvement in the War on Yemen|true|8
In Beijing, Trump presses China on North Korea and trade|true|10
BUSTED! LAWYER FOR FBI WITNESS Tells How He Ties Obama To Uranium One Scandal [VIDEO]|fake|10
White House finalizing $29 billion request for disaster aid: AP|true|10
 Katrina Pierson Just Blamed Hillary Clinton For Trump’s Stop-And-Frisk Plan (VIDEO)|fake|10
KING OBAMA Plans To Finish Term Traveling Around The World|fake|10
Trump administration condemns America's 'dangerous anti-police atmosphere'|true|9
Trump pick for China ambassador sees 'win-win' boost to trade ties|true|9
The Jerusalem Decision: From Creative Chaos to Effective Turmoil|fake|10
U.S. to apply 'extreme vetting' in refugee swap deal with Australia|fake|8
LEFT GOES NUTS After Antifa Woman Attacking Trump Supporter Got Punched…That Was Before This Photo Revealed What She Had In Her Hand [VIDEO]|fake|10
 Largest Gun Control Study In History Completed–The NRA Is Gonna Be P*ssed|fake|5
REPUBLICAN PROPOSES HOUSE BILL TO FORCE Supreme Court Justices And Employees To Join Obamacare|true|8
 ‘Nobody Cares’: Watch Ted Cruz’s Humiliating Shun At Swanky NY GOP Fundraiser (TWEETS)|fake|6
House committee eyes $18.5 billion increase to Trump defense budget|true|9
“WOODY” KAINE One Of Six ARRESTED After Peaceful Pro-Trump Supporters Were Attacked By VIOLENT RIOTERS At MN State Capitol [VIDEO]|true|10
 Trump Abuses Power, Punishes Qatar For Refusing To Give $500 Million Loan To Son-In-Law Kushner|true|9
Mattis says U.S. working to ensure situation around Kirkuk does not escalate|true|6
U.S. lawmakers chastise officials at all levels over Flint crisis|fake|10
China's former U.N. ambassador moved to Taiwan role|fake|9
At least six killed in Yemen suicide bombing claimed by Islamic State|true|10
Ukraine to ramp up health spending after anti-corruption push|true|9
In coastal New Jersey, a flood of criticism for Christie follows storm|true|9
 BOMBSHELL: Senate Intel Committee Hearing Reveals FRIGHTENING Extent Of Russia’s Meddling|true|9
OBAMA’S JUSTICE DEPT. GRANTS IMMUNITY To Staffer Who Set Up Clinton E-Mail Server|fake|10
Senior Quds force commander says Trump's threats against Iran will damage U.S.: report|true|9
RUSH LIMBAUGH, WIFE KATHRYN, SEAN HANNITY and Ethel Kennedy Attend Roger Ailes Funeral Under Heavy Security [VIDEO]|fake|10
 Reviews Are In For Convicted Felon Dinesh D’Souza’s Anti-Hillary Film, And They’re HILARIOUS (SCREENSHOTS)|fake|9
 A Bunch Of Dumb White Racists Will Picket NFL Offices Because Beyonce Gave Them Butthurt (IMAGES)|true|10
Indonesia detains 18 in pre-emptive bid to boost Christmas security|fake|10
 MSNBC Host Drops BOMBSHELL On Real ‘Enemy’ To America; Trump PISSED (VIDEO)|true|10
How Did An Illegal Immigrant Who Said She Wanted To Eat “White Invaders” Become A Lawyer In U.S.?|fake|7
LOL! NEW VIDEO Emerges Of Central Park Trump Assassination Play With CNN Logo Covering Trump’s Head [VIDEO]|fake|10
U.S. House Democratic leader Pelosi calls for Confederate statue removal|fake|4
PRESIDENT TRUMP’S Illegal Immigrant Crackdown Begins…Feds Conduct Raids In At Least 6 States With Focus On Finding And Deporting Criminals [VIDEO]|true|10
IRONY! WATCH WHAT HAPPENS WHEN FEMALE REPORTER Punched In The Face At Women’s March…Find This Man! [Video]|fake|10
Dutch begin trial over 1970s Ethiopian war crimes|fake|8
DEFIANT DEMOCRATS Announce Effort To Rehang Painting Depicting Police As Pigs..On Police Appreciation Day [Video]|fake|7
Schiff says accepted White House invitation to review intelligence|fake|10
Scotland sees progress in Brexit talks with London but still objects to bill|true|10
 The Good, The Bad And The Ugly Aspects Of Obama’s Latest Presidential Report Card (IMAGE)|true|10
Indonesia reopens Bali airport as wind clears volcanic ash|true|10
 Investigators Into US-Russia Ties Turn Attention To Flynn’s Business Partner|fake|10
 Howard Dean Just Doubled Down On Trump’s Possible Cocaine Use (VIDEO)|fake|7
 WATCH: Jon Stewart Comes Out Of Retirement To Warn America About Trump|fake|10
Macau plans 'simulated attacks' in security ramp-up after Vegas shooting|fake|10
 WATCH: Trump Really Does Think He’s On A West Wing Edition Of ‘The Apprentice’|true|7
 Clinton Rips Trump For Stuffing His Pockets With Campaign Money (TWEET)|fake|10
White House hopeful John Kasich hires former George W. Bush press aide|fake|6
Is Hillary’s Meltdown Real, or a Staged Exit?|fake|10
 Virginia Paper Trolls Gov. Pat McCrory Hard With Its ‘Endorsement’ For His Re-Election|fake|10
Talks seek to secure Islamic State withdrawal from Raqqa-local official|true|10
Trump says he is sending federal help to fight Chicago crime|fake|7
Paul Ryan's challenges will not start until after Nov. 8 election|true|10
PRO-ABORTION BOOK FOR CHILDREN: My “Sister Is a Happy Ghost!”|fake|10
Fight night: Rubio, Cruz gang up on Trump in debate ploy|fake|7
WOW! NAVY SEAL BLASTS HILLARY: “You Are An Ignorant Liar” [VIDEO]|fake|10
Sentencing reform could help U.S. economy: White House panel|true|8
 Boeing Reponds To Trump’s Air Force One Tweet: You’re A F**king Idiot|true|10
Obama, Crown Prince of Abu Dhabi to meet Wednesday evening - White House|true|10
JUST IN: Criminal Hackers Who Stole Data From 500 MILLION Yahoo Email Users Were RUSSIAN Agents Obama Regime INVITED To U.S…Courted By FBI|fake|10
 Neil DeGrasse Tyson Gets Uncharacteristically Political; Says Trump Is A ‘Threat To Democracy’ (VIDEO)|fake|9
Zach Johnson, Pieters share lead at Firestone|fake|10
MONTEL WILLIAMS Says Oregon Patriots Are “Undereducated Terrorist Buffoons” And National Guard Should “Shoot To Kill” Them|fake|7
 This Ego-Killing Jeb Bush Infographic Shows How Expensive It Is For Billionaires To Back Losers|true|10
Pentagon says diplomatic tension with Turkey not affecting military operations|true|10
WATCH HILLARY LIE About Libya To Supporters: ” We Didn’t Lose A Single Person”|fake|9
 Congressional Black Caucus Member Depicts List Of Things African Americans Can Be Killed For|fake|10
U.S.-backed SDF say attacked by Russian jets in east Syria|true|10
DIAMOND AND SILK Dissect The Benghazi Hearings And Rip Hillary To Shreds…You Gotta See This! [VIDEO]|fake|10
The “Safe Welfare State” Of Sweden Descends Into Anarchy…Muslim Refugee Situation Out Of Control|fake|10
 Newt Gingrich Brutally Reminds Fox & Friends That They Created Trump (VIDEO)|fake|8
AWESOME! WATCH REPUBLICAN STUDENTS Protest Award To Professor Who Called Trump A Terrorist [Video]|fake|10
Facebook, Google, Twitter asked to testify on Russian meddling|true|10
Gun in Minnesota car may have contributed to events there: Obama|true|10
Ted Cruz did not disclose 2012 Senate campaign loan: NY Times|true|9
 Republicans Kill Trump’s Dream To Repeal Obamacare, Ready To Work With Democrats (DETAILS)|true|10
Trump, South Korea's Moon agree to boost defenses: White House|true|10
Redacted Brexit reports spark new tug-of-war with UK parliament|true|10
U.S.-led forces acknowledge killing 50 more civilians in Iraq, Syria|fake|10
Obama’s Gas-Guzzling Motorcade To Paris Climate Talks Had A Huge Price Tag For The American Taxpayer|true|10
WOW! Disturbing Reason ONLY 3 Airports Screen Their Employees Every Day Before Work [VIDEO]|fake|10
Mississippi governor to join suit against Obama transgender policy|fake|10
Bahrain calls pipeline blast 'terrorism' linked to Iran|fake|10
Republicans confident tax bill to become law this week|true|10
 Berkeley Student Kicked Off Southwest Flight For Speaking Arabic (VIDEO)|true|9
EU's Juncker courts eurosceptic easterners with dinner invite|true|10
LEFTIST BABYSITTING SERVICE Allows Parents To Riot, Protest, Bully Trump Supporters While Kids Are Indoctrinated At Home|fake|9
 WATCH: Trump Blames Puerto Ricans For Recovery Effort Problems While Giving Himself An A+|fake|5
Highlights: The Trump presidency on April 13 at 9:30 P.M. EDT/0130 GMT on Friday|fake|10
Trump to speak to House Republicans Tuesday on healthcare: aides|true|10
 Trump Surrogate Warns Of ‘Taco Trucks On Every Corner’ If Hillary Wins (VIDEO)|fake|10
BRITISH ACTRESS NAILS IT: Do you think ISIS cares about “pathetic hashtags, prayers or candles”?…”Stop waiting to be SLAUGHTERED and DEMAND our leaders DO something!” [VIDEO]|fake|2
Australia to allow more Pacific Islands workers, patrol fisheries|true|10
How one U.S. state is leading the charge to dismantle Obamacare|true|10
 Kellyanne Conway Says Private D.C. Schools Want Her Kids As Much As We Want Trump – They Don’t|fake|10
U.S. says it will work with travel industry to implement travel ban|fake|10
CHILLING! FOX REPORTER JAMES ROSEN Recounts Being Spied on by the Obama Mafia [Video]|fake|10
China says to ban some petroleum exports to North Korea|fake|1
#BlackPrivilegedLives: Truth Behind The (Not So) Poor Oppressed Black Mizzou Student Who Went On “Hunger Strike” Over “White Privilege” [Video]|fake|8
FBI AND CIA Host Job Fair In U.S. City With 40% MUSLIM Population…Feeling Safer Yet?|fake|4
 Karma Finds Hypocrite Kellyanne Conway And Humiliates Her After FBI Says They’re Investigating Trump|fake|9
Mayor, city manager of Texas 'spinach capital' arrested for corruption|true|10
Obama commutes prison terms of 42 non-violent drug offenders|true|9
JUST IN: Obama Regime Helped Terror Group #Hezbollah Traffic Drugs In U.S “So The Iran Nuke Deal Would Go Ahead”…Proceeds Were Allegedly Used To Design New IED’s That Killed US Troops In Iraq|fake|9
Haitians in U.S. malign Trump decision to send them back home|fake|6
Russia defense ministry delegation arrives in Pyongyang: Interfax|true|10
Caribbean faces hard road to recovery after Irma's ravages|true|10
TRUMP WARNED AMERICANS We’d Be “Sick Of Winning”…CNN Cries Trump Is Making Stock Market Rise Too Much…Could Hurt His Chances For Re-election [VIDEO]|fake|10
South Sudan opposition groups meet in Kenya to 'harmonize voices'|true|10
New law needed to allow torture victims to sue Afghan government: activists|true|10
 Trump Once Tried To FORCE His Wife To Be Playboy’s Centerfold|fake|10
White House, Republicans aim for tax bill in first half of September|true|7
CNN’S DON LEMON LOSES IT: Screams No! No! No! When Hillary, Huma, Weiner Scandal Brought Up [Video]|fake|10
Iran says defense capabilities not negotiable amid U.S. pressure|true|7
Japan Inc wants Abe election win, but smaller majority|true|9
 Damning New Evidence Shows How Israel Bribed Republican Traitors To Sabotage Obama On Iran Deal|fake|10
UNREAL! OBAMA APPOINTS VALERIE JARRETT And Other Top Staffers To Cushy Gov’t Jobs|fake|10
Spain to push EU leaders for better counter-terrorism coordination|true|10
U.S. wants stronger India economic, defense ties given China's rise: Tillerson|fake|3
Prof Michel Chossudovsky discusses Hillary Clinton’s foreign policy & emerging nuclear risks|fake|6
British civil servants' union calls nationwide strike ballot|fake|9
 WATCH: Trump Admits America Will Pay For His Dumb $25 Billion Wall|true|10
Supreme Leader Khamenei says U.S. is Iran's 'number one enemy'|true|9
Cambodia PM calls on U.S. to withdraw Peace Corps volunteers|true|8
GOTCHA! A Stammering John Podesta Stunned by a REAL Question from CBS Reporter|fake|8
Trump shuffles transition team, eyes loyalists for Cabinet|true|10
EPA waives requirements on sale, production of gasoline due to storms|fake|6
U.S. senators urge NHTSA to accelerate Takata air bag recall|fake|5
 Anything Can Provoke Trump To Block You On Twitter – Even Ice Cream!|fake|5
Trump campaign manager will not be prosecuted on battery charge: Politico|true|10
Turkey issues arrest warrants for 25 soldiers in post-coup probe - sources|true|10
Canada frets over possible huge surge in asylum-seekers: sources|fake|10
 Veteran Spy: Trump Trading Secret Info With Russians|fake|10
Britain to propose new language on Irish border, Irish PM says|true|1
Kremlin says not yet known if Putin will seek re-election|fake|5
Italy's government wins confidence votes on contested electoral law|true|10
 WaPo: Trump Tried To Get Sessions To Let Racist Sheriff Joe Arpaio Off The Hook Months Ago|fake|8
Senate leader McConnell sees 'no action' on Obama court pick|true|10
 Watch What Happens When a Muslim Woman Shows Up At A Donald Trump Rally (VIDEO)|fake|10
Top U.S. official visits Vietnam to assess human rights progress|fake|10
Kenyan police fire teargas at opposition protesters demanding election reforms|fake|2
Factbox: Who will Trump pick to lead the Federal Reserve?|true|10
Philippines set to keep open pit mining ban as Duterte rejects call to lift it|true|4
 WATCH: Trump FUMES In Silence As Irish Prime Minister Shames Him In Front Of Reporters|fake|10
Homeland Security chief regrets rapid rollout of Trump travel ban|fake|10
 Sean Spicer Just Got Into A Fight With Reporters, Explodes Over ‘Fake News’ (VIDEO)|fake|10
 Republican Debate Screeches To A Halt After Trump Goes Birther On Cruz (VIDEO)|true|10
Venezuela's Maduro strips rival of U.N. post amid corruption purge: sources|true|9
Trump adviser Cohn wrote resignation letter, decided to stay: NYT|true|10
Huntington Ingalls wins $2.8 billion U.S. defense contract: Pentagon|true|10
 WATCH: Powerful Video PERFECTLY Explains How And Why Trump Is Manipulating White People|fake|10
FEEL GOOD STORY OF THE DAY: [Video] HOW CHRISTIAN OWNERS OF MEMORIES PIZZA WILL SPEND THE $842K In Donations They Received After Death Threats From The Left Shut Them Down|fake|8
Senior Palestinian figure Dahlan urges exit from peace talks over Trump's Jerusalem move|fake|10
German coalition talks collapse is 'bad news for Europe': Dutch minister|true|10
U.S. suspends fast processing of high-tech visa applications|fake|5
 Chainsaw MASS-acre: This Nun Is Doing More For Irma Victims Than Leather-Face Trump|fake|10
Bill Maher In Hot Water Over Sick Sex Joke About Ivanka Trump [Video]|fake|10
Trump administration not considering a carbon tax: White House official|true|10
‘We’re Just Not Into Her’ – Hillary Clinton Losing Support of Millennials|fake|9
Moody's Analytics election model predicts Clinton win|fake|10
 Trump Denies Leaking Israeli Source, Confirming Source Is Israeli On International Television (VIDEO)|true|9
 Suckers! Sarah Palin Bought This Mansion With The Money Conservatives Gave Her (PHOTOS)|fake|10
ALL KIDDING ASIDE…DID HILLARY JUST HAVE A SEIZURE In Middle Of Q & A With Journalists? You Be The Judge… [VIDEO]|fake|9
Trump has not offered Carson U.S. housing post: spokesman|fake|10
 Trump Just Got His P*ssy Handed To Him By New Zealand’s Female Prime Minister|fake|10
 Texas ‘Responsible Gun Owner’ Shoots 6-Year-Old In Spine After Family Makes Wrong Turn (VIDEO)|fake|9
Washington threatens funding cut to California, other 'sanctuary' areas|true|10
Factbox: Critics lament Trump climate move, supporters seek new deal|true|10
FORMER FBI ASST DIRECTOR: “Jim Comey ‘Danced With The Devil’…I’m Glad He’s Gone” [VIDEO]|fake|1
Brazil government to rework controversial slavery decree|true|10
WMD FRAUD: Sexed-up UN ‘Chemical Weapons’ Report on Syria Contrived to Trigger More Sanctions, Intervention|fake|7
THE STATE THAT GETS MORE REFUGEES THAN ANY OTHER IN AMERICA MAY SURPRISE YOU|fake|10
Jared Kushner NEVER Registered To Vote As A “Female”…Media Lie BACKFIRES…Shines Bright Light On How Easily Voter Fraud Can Occur|true|9
Factbox: Republicans to watch in U.S. Senate tax bill fight|fake|10
 Trump’s Campaign Manager Got Asked About His Tax Returns And It Was A DISASTER (VIDEO)|true|10
 An ANGRY Morning Joe SKEWERS Trump Minion General Michael Flynn For Sharing Fake News|fake|10
Eight protesters arrested at Trump rally in California|true|10
Clinton deflects calls to release Wall Street speech transcripts|true|10
NuStar's Statia terminal in St Eustatius shut down ahead of Irma|true|9
Chinese Media Warns of ‘War’ with US Following Tillerson’s Remarks South China Sea|fake|8
China says hopes U.S. can abandon bias, view China objectively|true|8
Mugabe would have rejected WHO role, says spokesman after its U-turn|true|9
Comey had pushed for more resources for Russia probe before being fired by Trump: source|true|10
Trump wants NATO to step up defense spending by year-end, says Pence|fake|6
ANGELINA JOLIE HUMILIATED Barack Obama On World Stage Over Weak Leadership On Terrorism|fake|7
MEDIA FREAK OUT! Watch MSNBC Cut Mic Of Black Trump Supporter…Mention Bogus KKK Scandal 6 TIMES In 3 Minute Segment|fake|10
Zimbabwe's Mugabe meets South African envoys at state house: state newspaper|true|10
WATCH: MEGYN KELLY HUMILIATES HERSELF (AGAIN)…Tries To Cozy Up To Traitor Jane Fonda…Gets Major SMACKDOWN On Live TV|fake|10
Iraq, Syria converge on Islamic State's last strongholds|true|10
Juncker: grab Brexit chance to forge a tighter EU|fake|9
NEW DOCUMENTS: Hillary And State Department Aides Ignored Important “Mandatory” Training|fake|9
[Video] OBAMA TAKES ADVANTAGE Of Opportunity To Speak In Front Of Communists in Panama About Racist America: ‘There Are Dark Chapters in Our Own History’|fake|8
Arab rivalries exposed as Egypt targets Qatar in UNESCO vote|true|10
Trump says he's likely to sign healthcare order this week|true|10
Aboard rickety boats or swimming, over 750 Rohingya reach Bangladesh|true|10
Israel's embassy in Jordan can't reopen before legal action against guard - source|true|9
Mylan's EpiPen discounts are 'insufficient': Clinton spokesman|fake|9
Mexico's ruling party presidential hopeful trails leftist: poll|true|10
Trump suggests challenging TV network licenses over 'fake news'|true|7
An independent Catalonia would be out of the EU: economy minister|true|10
Ghana fuel site blast kills at least 7, injures dozens|true|9
 Trump Held A Signing. The Only Problem Is, He Had Nothing To Sign|fake|8
Iraqi PM says will take action if any citizen is attacked in Kurdistan|true|7
 WATCH: Trump Issues Bizarre Response To Leak Of Groping Audio, And It’s A Total DISASTER (VIDEO)|fake|10
Poland's new prime minister: a gamble that could backfire|true|10
OLDER HUSBANDS ALLOWED TO SLEEP WITH Child Brides On Weekends At Danish Asylum Centers|fake|8
AN ANGRY MARK LEVIN Writes a Letter to CNN Anchor Brian Stelter: “You are so thoroughly dishonest”|fake|10
 Hillary Clinton Snags Coveted Endorsement Of The Congressional Black Caucus|true|10
Republican senator Graham says Trump's race remarks dividing U.S.|true|10
 Intel Committee Member: ‘Innocent People Don’t Ask For Immunity’ (VIDEO)|true|6
ABC NEWS Gets DESTROYED On Twitter For Waiting Several Hours To Admit They Got Major Detail In Flynn Story Wrong…#FakeNewsABC|fake|9
Congress approves permanent Internet access tax ban|fake|8
‘Beyonce, Jay Z, Hillary Clinton – You Don’t Represent All Blacks, Women’|true|10
EPIC! HERE’S THE BRUTAL TRUTH On Crime In The Black Community The Media Refuses To Tell [Video]|fake|10
Exclusive: Trump administration to allow 872 refugees into U.S. this week - document|fake|10
ALMOST 100 YEARS LATER…Donald Trump Sounds A Lot Like Theodore Roosevelt On Immigration…And What It Means To Be An American [VIDEO]|true|10
LOL! Watch Donald Trump’s Greatest Golf Shot [Video]|fake|10
 Ellen DeGeneres Refuses To Have Donald Trump On Her Show; Here’s Why (VIDEO)|fake|10
SHOCKING TAXPAYER TAB FOR OBAMA’S GOLF Trips And Fundraisers In February And March 2015|fake|10
New York protesters greet Trump on first visit home|true|10
Egypt's Sisi urges Palestinians to unite, co-exist with Israelis|fake|10
U.S. report on civilian drone casualties expected Friday: White House|fake|1
WOW! JEB BUSH Claims Roy Moore Should “Step Aside” On Same Day SIXTH Woman Accuses George HW Bush Of Sexual Assault: Groped Her When She “Was A Child”|fake|10
MY POPE JUST INVITED A RADICAL, Pro-Abortion Socialist Named Bernie To The Vatican…Should Conservative Catholics Be Outraged?|fake|9
McConnell says U.S. debt ceiling debate could stretch into September|true|9
Subdued by Harvey, Congress reconvenes facing fiscal tests|true|10
Support for Hungary's ruling Fidesz highest in six years in October: pollster|true|9
WATCH: BEST DESCRIPTION OF UK BREXIT YET…Conservatives Will Stand Up And Cheer!|fake|10
Potential New Hampshire spoiler Kasich could pose threat to Rubio  |true|10
Turkey's Erdogan says will take Jerusalem resolution to U.N. General Assembly|fake|1
NASTY WOMEN! Ivanka Trump BOOED…HISSED By Unbelievably Rude Crowd During Panel Discussion On Women In Germany [VIDEO]|fake|8
Clinton enlists former foe Sanders in appeal for youth votes in U.S. presidential race|fake|5
Senate Republican Murkowski leaning yes on tax reform budget|true|10
New Trump travel order will aim to short circuit legal challenges|fake|8
BRILLIANT! LIBERAL SENATOR TRIES TO EMBARRASS Priest…Gets Schooled By Him On Climate Change [Video]|fake|10
 Florida School Overreacts To Prank By Pressing Felony Charges|true|10
From new tax office, Catalonia hopes to grab billions from Madrid|fake|2
 Richard Spencer’s Fascist Goon Squad Couldn’t Keep Florida From Laughing His Nazi Ass Off The Stage|true|7
TEXAS CONGRESSMAN Lets Screaming Leftist Agitator Have It: “You sir, SHUT UP!” [Video]|true|10
Episode #162 – SUNDAY WIRE: ‘The Revolution Will Not Be Televised’ with guest Vanessa Beeley|fake|9
UK says seeking to build on 'momentum' for Brexit talks breakthrough|true|10
WOW! SENATOR GRASSLEY OUTS Schumer And Schiff…LIED To Media Even Though They KNEW Trump Wasn’t Under Investigation For Collusion With Russians [VIDEO]|fake|10
Mexican governor requests leave to run for president|fake|8
FILMMAKER DINESH D’SOUZA: Eight Things I LOVE About America!|fake|10
Republicans propose giving U.S. states option to keep Obamacare|true|7
POWERFUL: A RAPE SURVIVOR EXPLAINS Why Men Should Never Be Allowed In Women’s Bathrooms And Locker Rooms|fake|10
Russia expresses deep concern about North Korea nuclear test|fake|9
WATCH: IRAN Made VIDEOTAPE Of Secret $400 Million Ransom Cash-Drop From U.S. To Mock Obama’s Embarrassing Incompetence [VIDEO]|fake|8
[VIDEO] RINO STRATEGIST KARL ROVE HAS SOLUTION TO GUN VIOLENCE: Repeal Second Amendment|fake|10
RUDY GIULIANI JUST BLEW Hillary’s Phony “Khantroversy” WIDE Open…A RANT The Clinton Camp Won’t Want Americans To See [VIDEO]|fake|8
BEST REASONS TRUMP Is More Qualified Than Any Presidential Candidate We’ve Had In Decades|fake|10
JUST RELEASED: Horrifying Cell Phone VIDEO From Inside Lavoy Finicum’s Vehicle Shows What REALLY Happened|fake|10
EU lawmakers propose cuts in aid to Turkey tied to membership bid|fake|6
 BREAKING: Stunning Development In Trump Fraud Case Shows How Terrifyingly Deep His Corruption Will Go|true|10
 Paul Ryan Wants To Make This Healthcare Nightmare A Reality Again (VIDEO)|fake|10
 Twitter Goes Ballistic After Trump’s Penis Joke: ‘Some Things You Just Can’t Fact-Check’ (TWEETS)|fake|10
David Icke on The Hillary, Donald & Bernie Show|fake|10
Russia's Putin says defeat of terror in Syria imminent|true|10
FM Bassil says Lebanese 'decide who represents us'|true|8
LOL! BRITISH WIFE Of LIB ACTOR Who Said: “There Will Never Be A President Donald Trump”…Warns Americans About President-Elect Trump [VIDEO]|fake|10
BREAKING REPORT: ANTIFA THUGS PLACE BOUNTY On Head Of Black Patriot Defending Confederate Monuments [VIDEO]|fake|10
 Watch A CNN Anchor Put Trump In His Place On Live TV (VIDEO)|fake|10
BREAKING: Dartmouth Tells College Republicans Auditorium “not open to presidential candidates” For Trump Event…But Okay For Hillary Event Tomorrow|true|5
 Right-Wing Broadcaster: Teenage Girl Is A ‘Prostitute’ For Being Afraid Of Bundy Militia (VIDEO)|fake|10
 The Polls From Trump’s Horrific Week Have Been Released And He’s In A Complete Tailspin|true|9
British minister hopes condemnation of Trump tweet has impact|true|10
AWESOME! PRO-TRUMP LATINO Tells Horrors Of Socialism And Why Trump’s His Candidate [Video]|fake|10
CLASSIC! UNHINGED LIBERAL Loses It…Screams “Nooo!” As Soon As Trump Is Sworn In [Video]|fake|10
Gerry Adams: Face of IRA who helped cement Northern Ireland peace|true|10
THREE THEORIES On Why FBI’s Comey Reopened Clinton Email Probe…Why Now?|fake|9
BALL FAMILY MEMBER Reveals SICK Reason LaVar Ball Allegedly Wouldn’t Let His Sons See Their Mother After “Surgery To Remove Portion of Her Skull”|fake|10
‘BRIEFCASES FULL OF MONEY’…Uranium One Undercover Whistleblower Drops Bombshell! [Video]|fake|3
FCC media rule rollback could usher in TV station buying spree|true|10
UK sees swift deal on Brexit transition outline, still at odds with EU on trade|true|9
MO DEMOCRAT LAWMAKER Under Investigation By Secret Service For Saying: “I Hope Trump Is Assassinated” On Facebook…But Response By Man Who Claims Cousin Is On Trump’s Secret Service Detail Could Be More Serious Threat|true|10
HUNGARIANS FIND SHOCKING VIDEOS On Phones Left Behind By Muslim Migrants|fake|10
 Congress Sends Trump A SERIOUS Warning About His Tweeting|true|10
Democratic congressman Schiff says Sessions should resign|true|10
New al Qaeda-linked group claims responsibility for major Egypt attack|fake|10
ELECTION WHISTLEBLOWER: DOJ In Cahoots With Dems…4 Million Dead On Voter Rolls…Trump Is Right! [Video]|fake|10
UAE criticizes 'colonial' role of Iran, Turkey in Syria|true|10
WOW! FORMER MUSLIM’S MESSAGE To Refugees Who Betray America Goes Viral: “You are Muslims living here and benefiting from this country…Stand up for America!”|fake|10
LIVE Electoral Vote Count Tallies…UPDATE: TRUMP 306, HILLARY 224|true|10
JUST IN: OBAMA REGIME Demanded Homeland Security Officials Stop Using “Sharia” and “Jihadist” Language…Look Who Just Changed That Language [VIDEO]|fake|8
Trump's religious freedom order may give opponents an unintended boost|true|10
Trump to nominate Huntsman as Russia ambassador: White House|true|10
BEHIND THE CURTAIN: How Obama Plans To Prevent “Certain” Social Security Beneficiaries From Owning Guns|fake|10
Trump to meet House, Senate tax cut negotiators Wednesday: White House|true|10
 FBI Investigating Russian Connections To Far-Right Websites Including Breitbart, Infowars, Etc. (DETAILS)|fake|10
 Donald Trump Openly ADMITS To America He Has No Principles; Raging Liar (TWEETS)|true|10
 Man With History Of Mental Illness Was Able To Buy A Gun And Kill This Woman Who Told Him ‘No’|fake|8
WATCH HERO Singlehandedly Shut Down Anti-Trump Protest: “Hey! This is library!” [Video]|fake|10
Trump to meet with top executives on wireless tech, drones|true|10
Trump says never asked Comey to stop investigating Flynn|true|10
 Trump Humiliates Himself And Wastes Time At G-20 Summit By Throwing A Twitter Tantrum About Hillary’s Emails|true|9
Ex-U.S. attorney from California top candidate to head SEC: CNBC|fake|5
ACTRESS JODIE FOSTER Weighs In On The Phony ‘War On Women’…Hillary Won’t Like This!|fake|9
Potential Trump high court nominee mocked him on Twitter|true|10
Turkey's Erdogan to visit Russia, Kuwait on November 13, 14|true|9
 In White House Conference Call About Iran, Staffers Talked About Blowup Dolls|fake|8
Virginia governor's bid to restore felon voting rights advances|fake|10
 Sarah Palin Gets OWNED For Sucking Up To Julian Assange, Whom She Once Called A ‘Terrorist’|fake|8
Iraqi PM orders security services 'to protect citizens being coerced' in Kurdistan|true|10
 This Brutal Ad Exposes Donald Trump For Every Liberal Position He’s Ever Had (VIDEO)|fake|10
EU's Tusk appealed to Rajoy to avoid escalation in Catalonia|true|10
JUST IN: Pro-ISIS Terrorist Who Intended to Blow Up NYC Bus Terminal During Rush Hour Came To U.S. Through CHAIN MIGRATION Program Democrats Are Fighting For|fake|6
 ‘Charlottesville 3.0’: Nazis Descend Upon College Town For Another Torch-Lit Rally (TWEETS/IMAGES)|fake|10
White House's Cohn says now sees more than 3 percent growth to pay for tax plan|true|10
